SRC,TRG
a badger danced past,a badger danced
they coughed past,they coughed
the frogs with a robin with the zebras hoped past,the frogs with a robin with the zebras hoped
the humble robin danced pres,the humble robin dances
a zebra near the chickens hoped pres,a zebra near the chickens hopes
a humble zebra died past,a humble zebra died
a badger hoped pres,a badger hopes
the gentle zebras laughed pres,the gentle zebras laugh
the badger danced pres,the badger dances
a gentle kindly humble frog hoped pres,a gentle kindly humble frog hopes
near the zebras they burped past,near the zebras they burped
near the jocular lovely robins the zebras hoped pres,near the jocular lovely robins the zebras hope
near a dog near them he danced past,near a dog near them he danced
the jocular robin burped pres,the jocular robin burps
the badgers danced past,the badgers danced
the dog near most gentle zebras burped past,the dog near most gentle zebras burped
they laughed past,they laughed
a clever badger laughed past,a clever badger laughed
the zebras hoped pres,the zebras hope
a zebra near the zebra near a zebra laughed pres,a zebra near the zebra near a zebra laughs
near a zebra near them a chicken with the robins hoped pres,near a zebra near them a chicken with the robins hopes
the zebra danced past,the zebra danced
the gentle robin laughed pres,the gentle robin laughs
the zebra near most zebras laughed pres,the zebra near most zebras laughs
they coughed pres,they cough
the zebras laughed past,the zebras laughed
she laughed past,she laughed
the badgers died pres,the badgers die
she laughed pres,she laughs
the chickens laughed past,the chickens laughed
she danced pres,she dances
near the zebra with the chicken the dog with most gentle kindly gentle badgers coughed past,near the zebra with the chicken the dog with most gentle kindly gentle badgers coughed
a dog laughed past,a dog laughed
a jocular robin laughed pres,a jocular robin laughs
near the kindly gentle humble chicken a dog near them burped pres,near the kindly gentle humble chicken a dog near them burps
the dogs danced pres,the dogs dance
the zebras danced pres,the zebras dance
the robin danced past,the robin danced
the zebras laughed past,the zebras laughed
a dog danced pres,a dog dances
the robin near them danced past,the robin near them danced
the dog with the chickens died pres,the dog with the chickens dies
the zebras near her danced pres,the zebras near her dance
the frog with a badger with the badger laughed pres,the frog with a badger with the badger laughs
they danced past,they danced
a zebra laughed pres,a zebra laughs
the zebra hoped past,the zebra hoped
the dog hoped pres,the dog hopes
they coughed pres,they cough
near him a zebra laughed pres,near him a zebra laughs
a lovely chicken danced pres,a lovely chicken dances
a zebra burped past,a zebra burped
they laughed pres,they laugh
the humble badger coughed past,the humble badger coughed
near him the zebra danced pres,near him the zebra dances
the robin danced pres,the robin dances
near a dog the jocular chicken hoped pres,near a dog the jocular chicken hopes
they danced past,they danced
the zebras near the badgers hoped pres,the zebras near the badgers hope
near her the zebra laughed pres,near her the zebra laughs
they danced past,they danced
most chickens laughed past,most chickens laughed
they hoped pres,they hope
the badgers laughed pres,the badgers laugh
they hoped past,they hoped
near a zebra the robin burped past,near a zebra the robin burped
most chickens coughed past,most chickens coughed
a zebra with a badger laughed past,a zebra with a badger laughed
the zebra danced past,the zebra danced
near a robin he coughed pres,near a robin he coughs
a humble chicken laughed pres,a humble chicken laughs
a zebra laughed past,a zebra laughed
the kindly dogs coughed past,the kindly dogs coughed
most frogs near the gentle gentle kindly dogs laughed pres,most frogs near the gentle gentle kindly dogs laugh
she danced past,she danced
a badger near the jocular kindly humble chickens laughed pres,a badger near the jocular kindly humble chickens laughs
a gentle gentle dog laughed past,a gentle gentle dog laughed
a gentle chicken hoped pres,a gentle chicken hopes
the dogs near the chickens burped pres,the dogs near the chickens burp
near the humble chickens they danced past,near the humble chickens they danced
a zebra near them laughed pres,a zebra near them laughs
the gentle chickens died past,the gentle chickens died
a frog laughed past,a frog laughed
near the badgers the zebras burped pres,near the badgers the zebras burp
they died pres,they die
he hoped past,he hoped
the gentle dog burped pres,the gentle dog burps
the badgers near a badger laughed pres,the badgers near a badger laugh
a badger danced pres,a badger dances
the zebras laughed past,the zebras laughed
they coughed pres,they cough
near the jocular gentle zebra he burped past,near the jocular gentle zebra he burped
the robins laughed past,the robins laughed
with them the humble dogs laughed pres,with them the humble dogs laugh
a zebra burped pres,a zebra burps
the badger laughed pres,the badger laughs
they laughed past,they laughed
most chickens near the kindly zebras laughed pres,most chickens near the kindly zebras laugh
most dogs near the clever kindly robins died pres,most dogs near the clever kindly robins die
most gentle badgers laughed past,most gentle badgers laughed
with a badger the zebra near the badger near the zebras laughed pres,with a badger the zebra near the badger near the zebras laughs
the zebras burped past,the zebras burped
a zebra near the zebras died pres,a zebra near the zebras dies
the chickens burped past,the chickens burped
near a chicken a badger died past,near a chicken a badger died
the badgers danced pres,the badgers dance
a jocular chicken died pres,a jocular chicken dies
most zebras near her burped pres,most zebras near her burp
with the zebra near the frogs the badger coughed pres,with the zebra near the frogs the badger coughs
near her the chicken burped past,near her the chicken burped
he died pres,he dies
with her the zebra burped pres,with her the zebra burps
the kindly zebra laughed past,the kindly zebra laughed
he danced pres,he dances
they laughed pres,they laugh
the badger coughed pres,the badger coughs
the zebra laughed past,the zebra laughed
she danced pres,she dances
he burped pres,he burps
most badgers coughed past,most badgers coughed
a robin danced pres,a robin dances
the robin laughed pres,the robin laughs
near her a zebra laughed pres,near her a zebra laughs
most frogs with the zebra danced pres,most frogs with the zebra dance
the gentle chicken burped past,the gentle chicken burped
the zebras danced past,the zebras danced
the zebra near a zebra laughed pres,the zebra near a zebra laughs
the zebra died pres,the zebra dies
the zebras laughed past,the zebras laughed
he coughed pres,he coughs
the humble badgers coughed pres,the humble badgers cough
a kindly chicken laughed pres,a kindly chicken laughs
the kindly robin laughed pres,the kindly robin laughs
he hoped pres,he hopes
with a badger near her the badger danced past,with a badger near her the badger danced
she laughed past,she laughed
a zebra laughed pres,a zebra laughs
the zebra laughed past,the zebra laughed
near the frogs most zebras laughed past,near the frogs most zebras laughed
she died past,she died
most robins died past,most robins died
the zebras danced past,the zebras danced
near the chicken with the badgers a robin laughed past,near the chicken with the badgers a robin laughed
near a gentle zebra he hoped pres,near a gentle zebra he hopes
the zebra died pres,the zebra dies
with the zebras the gentle zebras laughed past,with the zebras the gentle zebras laughed
